"stock_code","total_qty","total_rev","cluster"
"23275",3642,4327.42,2
"23280",1995,1546.91,2
"23281",1270,976.220000000001,2
"23282",753,612.72,2
"23283",967,6600.27,2
"23284",5342,35913.85,3
"23285",4679,4384.83,2
"23286",4901,4528.29000000001,2
"23287",1782,1452.3,2
"23288",4505,4261.89,2
"23289",1553,1854.85,2
"23290",2367,2757.15,2
"23291",1549,1881.39,2
"23292",2082,2487.62,2
"23293",8243,6469.45000000001,3
"23294",4292,3360.18,2
"23295",5963,4675.61,2
"23296",4879,5687.15,2
"23297",4260,6676.99999999999,2
"23298",7785,36173.9499999999,3
"23299",983,3567.67,2
"23300",6303,9963.38999999998,3
"23301",7740,12493.48,3
"23302",1481,1993.91,2
"23303",65,126.75,2
"23304",71,138.45,2
"23305",82,159.9,2
"23306",2692,3819.94000000001,2
"23307",11675,5982.08999999998,3
"23308",5967,3098.21,2
"23309",7727,3729.05,3
"23310",11891,4894.82999999998,3
"23311",2199,5564.25000000002,2
"23312",1365,5527.15,2
"23313",2755,12994.77,3
"23314",393,4663.52,2
"23315",202,1894.7,2
"23316",236,2222.2,2
"23317",162,1557.9,2
"23318",3647,8350.40999999997,2
"23319",3539,8216.78999999996,2
"23320",2635,6926.11000000001,2
"23321",4283,6832.83000000001,2
"23322",2908,8184.69999999996,2
"23323",1426,2963.09999999999,2
"23324",381,770.4,2
"23325",444,701.4,2
"23326",3370,2000.22,2
"23327",1710,1012.02,2
"23328",2067,7510.29,2
"23329",1712,2812.80000000001,2
"23330",1761,2193.69,2
"23331",1492,932.279999999999,2
"23332",1996,3283.8,2
"23333",2030,2524.9,2
"23334",2154,1345.5,2
"23335",359,724.640000000001,2
"23336",200,418.05,2
"23337",169,351.52,2
"23338",405,820.320000000001,2
"23339",150,312,2
"23340",2465,3899.25000000001,2
"23341",282,2325.6,2
"23342",367,3068.5,2
"23343",4908,9748.34,3
"23344",8954,17679.7199999999,3
"23345",2398,2759.5,2
"23346",2571,2975.75,2
"23347",827,999.75,2
"23348",680,1371.48,2
"23349",2857,3462.89,2
"23350",2593,3165.65,2
"23351",3058,3699.02,2
"23352",1596,1964.76,2
"23353",3735,3076.29,2
"23354",3346,2753.42,2
"23355",5338,24426.3,3
"23356",2352,13115.4,2
"23357",435,1843.55,2
"23358",528,1689.9,2
"23359",979,1840.65,2
"23360",1151,2158.05,2
"23365",1531,992.75,2
"23366",1923,1211.55,2
"23367",2785,1807.85,2
"23368",2155,1398.35,2
"23369",901,1053.29,2
"23370",1359,1650.11,2
"23371",1505,1783.97,2
"23372",1296,1522.72,2
"23373",1563,1241.66,2
"23374",2444,1944.08,2
"23375",1327,1068.14,2
"23376",2642,1000.14,2
"23377",1203,469.17,2
"23378",3419,1272.93,2
"23379",1175,428.01,2
"23380",2159,811.769999999999,2
"23381",1487,549.69,2
"23382",1712,6155.04,2
"23388",793,3170.95,2
"23389",1050,4217.5,2
"23390",725,2888.75,2
"23391",361,1458.15,2
"23392",592,1175.68,2
"23393",769,2883.75,2
"23394",395,1481.25,2
"23395",696,2604.48,2
"23396",616,2304.48,2
"23397",434,4069.9,2
"23398",591,499.23,2
"23399",1823,1546.43,2
"23400",448,2247.36,2
"23401",443,2155.51,2
"23402",281,1031.67,2
"23403",596,1984.06,2
"23404",969,4108.58,2
"23405",237,1137.95,2
"23406",435,2154.79,2
"23407",250,2446.62,2
"23408",310,644.8,2
"23409",208,771.72,2
"23410",36,290.1,2
"23411",217,1016.55,2
"23412",351,2269.14,2
"23413",160,763.200000000001,2
"23414",139,1348.01,2
"23415",326,405.6,2
"23416",123,155.07,2
"23417",140,137.76,2
"23418",534,1068.96,2
"23419",438,897.120000000001,2
"23420",160,332.8,2
"23421",154,320.32,2
"23422",196,407.68,2
"23423",202,757.5,2
"23424",413,1986.75,2
"23425",237,435.43,2
"23426",1232,3192.56,2
"23427",228,2648.4,2
"23428",70,559.5,2
"23429",44,358.6,2
"23430",35,285.25,2
"23431",1432,1117.28,2
"23432",1274,1046.86,2
"23433",1215,1003.17,2
"23434",1792,1632.4,2
"23435",679,608.65,2
"23436",1929,2251.65,2
"23437",1909,2302.25,2
"23438",1796,2161,2
"23439",3762,7660.19999999999,2
"23440",164,299.36,2
"23441",22,9.24,2
"23442",42,87.36,2
"23444",79,1200,2
"23445",2667,2147.61,2
"23446",157,230.25,2
"23447",158,231.9,2
"23448",25,41.25,2
"23449",12,15,2
"23451",269,520.95,2
"23452",510,990.900000000001,2
"23453",323,627.45,2
"23454",166,679.3,2
"23455",206,566.54,2
"23456",158,634.1,2
"23457",105,503.55,2
"23458",51,762.45,2
"23459",33,412.5,2
"23460",108,1007.08,2
"23461",839,2950.05,2
"23462",77,1482.15,2
"23463",12,119.4,2
"23464",16,79.2,2
"23465",28,231,2
"23466",49,398.25,2
"23467",23,75.67,2
"23468",19,156.75,2
"23469",320,1255.76,2
"23470",220,1323.4,2
"23471",65,605.95,2
"23472",55,792.85,2
"23473",666,531.66,2
"23474",297,246.51,2
"23475",280,232.4,2
"23476",198,247.5,2
"23477",85,106.25,2
"23478",278,307.18,2
"23479",110,827.500000000001,2
"23480",1719,6126.09,2
"23481",217,266.21,2
"23482",415,651.15,2
"23483",1322,1541.62,2
"23484",174,483.66,2
"23485",259,5719,2
"23486",267,3879.15,2
"23487",78,754,2
"23489",876,2512.44,2
"23490",539,1988.13,2
"23491",226,1864.5,2
"23492",74,610.5,2
"23493",3522,6747.9,2
"23494",726,4218.69999999999,2
"23495",192,240,2
"23496",88,110,2
"23497",2514,3513.1,2
"23498",1591,2205.95,2
"23499",1247,523.74,2
"23500",1585,1935.05,2
"23501",1772,2105.8,2
"23502",690,838.98,2
"23503",3435,4246.71,2
"23504",1668,2082.48,2
"23505",1065,1247.25,2
"23506",2718,1116.36,2
"23507",2841,1129.02,2
"23508",2476,1014.72,2
"23509",1043,434.46,2
"23510",2298,902.159999999999,2
"23511",526,1050.58,2
"23512",485,923.540000000001,2
"23513",556,1072.96,2
"23514",458,909.14,2
"23515",558,1075.38,2
"23516",292,1028.76,2
"23517",312,860.88,2
"23518",358,957.82,2
"23519",219,755.01,2
"23520",166,589.38,2
"23521",388,648.62,2
"23522",341,652.17,2
"23523",357,1151.43,2
"23524",465,1441.98,2
"23525",568,1781.64,2
"23526",882,4346.82,2
"23527",416,1398.72,2
"23528",462,1381.38,2
"23529",629,1952.31,2
"23530",1043,4270.95,2
"23531",963,5340.20999999999,2
"23532",205,853.470000000001,2
"23533",210,936.340000000001,2
"23534",1207,6326.83,2
"23535",1128,5928.36,2
"23536",613,3274.03,2
"23537",98,446.7,2
"23538",327,1278.87,2
"23539",237,1129.71,2
"23540",146,890.54,2
"23541",829,6154.69,2
"23542",484,3442.68,2
"23543",1228,6877.72,2
"23544",164,1015.78,2
"23545",2475,1023.5,2
"23546",3275,1375.5,2
"23547",1575,661.5,2
"23548",1075,451.5,2
"23549",1300,546,2
"23550",1850,761,2
"23551",1617,630.63,2
"23552",1731,3338.8,2
"23553",558,6257.35,2
"23554",421,4755.65,2
"23555",422,4768.15,2
"23556",438,4949.55,2
"23557",347,3867.85,2
"23558",413,4641.7,2
"23559",566,1135.52,2
"23560",164,449.96,2
"23561",167,458.63,2
"23562",245,684.05,2
"23564",587,703.51,2
"23565",348,435,2
"23566",786,922.02,2
"23567",187,233.75,2
"23568",580,664.52,2
"23569",933,4531.95,2
"23570",1846,2307.5,2
"23571",2036,3330.60000000001,2
"23574",14,105,2
"23575",164,305.4,2
"23576",185,346.35,2
"23578",56,109.2,2
"23579",151,280.05,2
"23580",111,216.45,2
"23581",4373,8529.24,2
"23582",4447,8535.26,2
"23583",3315,5267.75,2
"23597",248,667.6,2
"23598",421,1177.95,2
"23630",1,2.99,2
"23660",293,483.45,2
"23661",204,336.6,2
"23664",1,1.65,2
"23681",1548,2434.2,2
"23691",1175,481.5,2
"23692",50,21,2
"23694",348,141.84,2
"23695",727,296.7,2
"23697",438,179.64,2
"23702",4,27,2
"23843",80995,168469.6,1
"35001G",157,510.83,2
"35001W",92,270.02,2
"35004B",475,2251.15,2
"35004C",393,1882.65,2
"35004G",126,448.3,2
"35004P",1,5.45,2
"35095A",811,293.82,2
"35095B",772,277.44,2
"35241",89,413.95,2
"35265",16,50.25,2
"35271S",19,3.61,2
"35400",10,89.5,2
"35443",7,5.95,2
"35471D",1668,695.46,2
"35591T",5,6.25,2
"35597A",1,1.25,2
"35597B",1,1.25,2
"35597D",46,17.48,2
"35598A",9,26.55,2
"35598B",554,433.7,2
"35598C",2,5.9,2
"35598D",660,433.22,2
"35599B",209,503.85,2
"35599D",186,465.38,2
"35607A",24,4.56,2
"35607B",96,18.24,2
"35610A",8,10,2
"35610B",24,30,2
"35610C",24,30,2
"35637A",166,363.7,2
"35637C",28,62.6,2
"35638A",38,82.1,2
"35638B",56,109.2,2
"35645",4,17,2
"35646",513,668.88,2
"35647",13,16.25,2
"35648",814,776.42,2
"35649",16,51.82,2
"35650",1,4.95,2
"35651",330,557.1,2
"35653",47,138.65,2
"35809A",389,374.94,2
"35809B",8,9.18,2
"35810A",603,546.21,2
"35810B",147,155.03,2
"35815P",162,63.28,2
"35816P",78,29.64,2
"35817P",18,19.86,2
"35818B",31,11.78,2
"35818P",264,100.32,2
"35819B",268,101.84,2
"35819P",95,66.55,2
"35833P",37,46.25,2
"35909A",8,23.6,2
"35909B",8,23.6,2
"35910A",20,39,2
"35910B",13,25.35,2
"35911A",205,194.15,2
"35911B",17,35.7,2
"35912B",249,283.89,2
"35913B",35,29.75,2
"35914",136,163.1,2
"35915B",91,150.15,2
"35915C",49,80.85,2
"35916A",20,17,2
"35916B",6,5.1,2
"35916C",54,45.9,2
"35920",67,83.75,2
"35921",54,67.5,2
"35922",28,138.6,2
"35923",1265,631.71,2
"35924",724,1262.1,2
"35933",222,84.36,2
"35953",3017,1282.41,2
"35954",1124,253.35,2
"35957",558,146.04,2
"35958",12,10.2,2
"35961",2692,2138.44,2
"35964",624,246.78,2
"35965",181,181.87,2
"35966",27,10.26,2
"35967",381,150.54,2
"35968",145,52.76,2
"35970",4647,7665.11,2
"35971",423,504.64,2
"35972",96,120,2
"37327",1375,548.37,2
"37330",6,2.34,2
"37333",14,54.3,2
"37340",2042,803.74,2
"37342",1435,1142.29,2
"37343",62,89.7,2
"37351",4,1.56,2
"37370",2508,2835.08,2
"37379A",6,7.5,2
"37413",701,283.71,2
"37423",78,33.18,2
"37444A",49,31.91,2
"37444B",4,11.8,2
"37444C",21,31.23,2
"37446",1297,1775.05,2
"37447",757,1104.89,2
"37448",1404,2043.00000000001,2
"37449",562,5084.77999999999,2
"37450",668,1841,2
"37461",1,1.25,2
"37462E",27,5.59,2
"37464",3,3.75,2
"37467",128,60.04,2
"37468",64,24.96,2
"37471",12,10.2,2
"37475",57,532.11,2
"37476",17,160.39,2
"37479B",127,60.33,2
"37479P",130,57.18,2
"37482P",489,220.95,2
"37487B",68,19.72,2
"37488A",28,10.92,2
"37489A",33,14.43,2
"37489B",31,16.77,2
"37489C",23,13.65,2
"37489D",40,17.16,2
"37491B",4,6.6,2
"37491C",8,13.2,2
"37491D",2,3.3,2
"37495",428,1547.4,2
"37500",338,1972.46,2
"37501",102,708.9,2
"37509",2,5.1,2
"40001",755,573.71,2
"40003",147,154.95,2
"40005B",12,10.2,2
"40016",5524,1870.7,2
"40046A",50,62.5,2
"44089A",15,6.3,2
"44089C",24,10.08,2
"44091A",9,3.78,2
"44092B",14,11.9,2
"44092C",20,17,2
"44228",36,30.6,2
"44234",645,121.05,2
"44235",539,200.46,2
"44236",52,56.52,2
"44242A",12,9.48,2
"44242B",52,50.28,2
"44265",2,8.5,2
"45013",3,8.85,2
"46000M",1008,1562.4,2
"46000P",17,72.25,2
"46000R",101,146.45,2
"46000S",1551,2248.95,2
"46000U",107,133.75,2
"46115B",12,2.28,2
"46118",193,164.05,2
"46126A",48,60,2
"46138B",43,43.15,2
"46775D",24,406.8,2
"46776A",14,69.3,2
"46776B",15,74.25,2
"46776C",11,54.45,2
"46776D",12,59.4,2
"46776E",14,69.3,2
"46776F",19,94.05,2
"47013A",14,3.04,2
"47013C",43,5.5,2
"47016",2,4.2,2
"47021G",518,230.4,2
"47310M",265,326.73,2
"47341A",27,38.75,2
"47341B",45,56.25,2
"47343A",159,145.17,2
"47344B",44,43.66,2
"47348A",97,50.31,2
"47351B",86,234.5,2
"47367B",57,194.55,2
"47369A",8,23.6,2
"47369B",3,11.69,2
"47420",202,38.38,2
"47421",975,385.02,2
"47422",555,220.14,2
"47469",359,167.11,2
"47471",264,150.18,2
"47480",692,1092.88,2
"47481",222,164.22,2
"47503A",2754,1261.69,2
"47503H",96,92.08,2
"47503J",1,7.95,2
"47504H",948,860.880000000001,2
"47504K",1958,1826.78,2
"47518F",827,113.64,2
"47556B",2600,6045,2
"47559B",2004,2416.67,2
"47563A",199,251.25,2
"47566",15291,68844.3300000004,3
"47566B",2291,10445.25,2
"47567B",592,3289.72,2
"47570B",180,1642.68,2
"47574A",423,366.25,2
"47574B",4,17,2
"47578A",198,168.3,2
"47579",1,2.1,2
"47580",330,818.709999999999,2
"47585A",102,382.5,2
"47586A",21,53.55,2
"47589",13,70.85,2
"47590A",1950,10107.52,2
"47590B",2287,11688.15,2
"47591B",38,62.7,2
"47591D",3144,5823.36,2
"47593A",33,14.37,2
"47593B",1663,676.39,2
"47594A",52,101.4,2
"47594B",91,177.45,2
"47599A",2409,4481.62,2
"47599B",1451,2728.94,2
"48111",1107,6715.25,2
"48116",1419,8053.22,2
"48129",880,5644.46,2
"48138",3625,23697.99,3
"48173C",1787,9822.2,2
"48184",1975,13470.95,2
"48185",3429,21187.69,3
"48187",3721,22968.25,3
"48188",2028,11544.2,2
"48194",3271,19948.81,3
"51008",511,1662.95,2
"51014A",3621,1777.61,2
"51014C",2462,1180.26,2
"51014L",1936,951.539999999999,2
"51020A",325,116.33,2
"51020B",197,70.57,2
"62018",4402,5691.5,2
"62043B",17,14.11,2
"62074B",16,6.72,2
"62086A",86,167.7,2
"62094B",13,33.15,2
"62096A",106,132.5,2
"62096B",2,2.5,2
"62097B",9,7.47,2
"70006",2620,1657.7,2
"70007",732,639.36,2
"71038",239,1244.95,2
"71050",33,11.55,2
"71053",1639,5915.95,2
"71101E",348,280.2,2
"71143",10,8.5,2
"71215",11,4.62,2
"71270",207,259.96,2
"71279",156,450.6,2
"71403",54,159.3,2
"71406C",138,57.96,2
"71459",12941,10031.45,3
"71477",6652,20049.12,3
"71495A",96,34.56,2
"71495B",160,58.56,2
"71496A",114,61.86,2
"71496B",13,7.37,2
"71510",52,36.52,2
"72024U",72,15.12,2
"72051S",46,19.32,2
"72122",292,277.4,2
"72127",168,208.1,2
"72128",189,145.53,2
"72130",215,126.79,2
"72131",137,238.35,2
"72132",28,54.6,2
"72133",39,48.75,2
"72134",98,47.18,2
"72140E",31,26.35,2
"72225C",600,158.64,2
"72232",3317,630.23,2
"72349B",689,1318.98,2
"72351A",1248,2414.16,2
"72351B",2060,3860.23999999999,2
"72369A",28,35,2
"72586",626,262.92,2
"72598",459,364.95,2
"72709",44,37.4,2
"72741",5801,7785.05000000003,3
"72760B",386,3677.18,2
"72780",137,116.45,2
"72783",16,33.6,2
"72798C",7,11.55,2
"72799C",80,123.68,2
"72799E",394,728.14,2
"72799F",128,368,2
"72800B",140,270.76,2
"72800C",126,235.06,2
"72800D",86,219.3,2
"72800E",453,921.39,2
"72801C",138,163.38,2
"72801D",58,72.5,2
"72801G",55,68.75,2
"72802A",316,1275.92,2
"72802B",968,1749.94,2
"72802C",1375,2545.37,2
"72803A",530,722.5,2
"72807A",340,1406.28,2
"72807B",350,1443.5,2
"72807C",669,2727.97,2
"72811",49,67.25,2
"72812",18,49.98,2
"72815",2,7.5,2
"72816",827,842.51,2
"72817",1048,961.4,2
"72818",1821,782.77,2
"72819",208,436.4,2
"72821",11,18.15,2
"75011",172,138.76,2
"75013B",25,41.25,2
"75049L",6821,6107.05,3
"75131",488,522.56,2
"75172",93,85.31,2
"75178",455,210.19,2
"77079",1,2.12,2
"77101A",386,423.22,2
"78033",37,179.35,2
"78034B",8,15.6,2
"78124",191,247.75,2
"79000",3808,2761.6,2
"79026B",25,10.61,2
"79030D",462,217.98,2
"79030G",1364,610.08,2
"79051A",791,265.39,2
"79062D",52,19.4,2
"79063C",235,43.65,2
"79063D",189,34.91,2
"79066K",739,618.13,2
"79067",143,496.25,2
"79071B",20,59,2
"79144B",108,42.96,2
"79144C",64,24.48,2
"79149B",18,7.56,2
"79151B",11,4.62,2
"79157B",4,3.4,2
"79157V",5,4.25,2
"79160",446,798.840000000001,2
"79161A",2,5.9,2
"79163",1517,621.87,2
"79164",1672,699.96,2
"79190A",340,142.8,2
"79190B",655,245.1,2
"79190D",227,95.34,2
"79191B",154,130.9,2
"79191C",1105,812.530000000001,2
"79191D",25,21.25,2
"79192A",3,3.75,2
"79302M",355,950.45,2
"79321",9650,46286.51,3
"79323B",8,54,2
"79323P",4,27,2
"79329",12,12.18,2
"79331",26,17.5,2
"79336",36,13.68,2
"79337",644,259.96,2
"79403",89,75.65,2
"79406",140,30.8,2
"81950B",117,33.93,2
"81950V",21,8.89,2
"81952B",200,38,2
"81952V",367,69.73,2
"81953B",11,2.09,2
"81953P",28,5.32,2
"82001S",1508,5231.08,2
"82011A",16,60,2
"82011B",41,139.35,2
"82011C",51,172.05,2
"82095",7,53.55,2
"82482",8276,20001.6500000001,3
"82483",2341,14689.8699999999,3
"82484",5921,34478.0100000002,3
"82486",2085,17590.6299999999,3
"82494L",6282,17625.0700000001,3
"82551",2791,4229.72,2
"82552",2922,4462.37,2
"82567",497,1011.41,2
"82578",1956,1088.56,2
"82580",5505,3018.05,2
"82581",3749,1997.12999999999,2
"82582",4290,8552.22,2
"82583",6415,12832.14,3
"82599",421,879.180000000001,2
"82600",5833,12097.38,3
"82605",14,29.4,2
"82613A",67,83.75,2
"82613B",401,268.85,2
"82613C",361,235.45,2
"82613D",470,272.1,2
"82615",36,91.8,2
"82616B",308,416.78,2
"82616C",277,385.52,2
"84006",832,707.2,2
"84012",1212,1190,2
"84016",25,10.5,2
"84029E",3707,13430.51,3
"84029G",2469,9329.17,2
"84030E",1423,5767.91,2
"84031A",174,499.78,2
"84031B",94,342.74,2
"84032A",449,1112.91,2
"84032B",654,1342,2
"84033",23,37.95,2
"84050",3139,4379.03000000001,2
"84051",280,212.8,2
"84077",54415,13586.25,1
"84078A",357,13007.15,2
"84086B",16,47.2,2
"84086C",140,413,2
"84192",115,143.75,2
"84199",129,27.09,2
"84201B",13,2.47,2
"84201C",5,0.95,2
"84206A",24,4.56,2
"84206B",5,0.95,2
"84206C",8,1.52,2
"84212",10297,4871.45,3
"84218",122,222.3,2
"84226",49,34.51,2
"84227",1,0.42,2
"84228",284,113.28,2
"84231",105,68.25,2
"84247E",83,244.85,2
"84247G",336,141.12,2
"84247K",23,67.85,2
"84247L",108,45.36,2
"84247N",22,64.9,2
"84249A",160,68.84,2
"84251B",157,29.83,2
"84251C",24,4.56,2
"84251G",180,34.2,2
"84279B",182,678.18,2
"84279P",339,1253.97,2
"84306",2,21.9,2
"84313B",76,175.8,2
"84313C",461,908.15,2
"84341B",618,252.23,2
"84347",7907,17592.52,3
"84352",33,543.35,2
"84356",337,1570.15,2
"84358",32,287.74,2
"84360",74,388.3,2
"84375",4149,8697.27000000001,2
"84378",6019,7741.83999999997,3
"84380",5293,6718.89999999997,2
"84387A",11,21.45,2
"84388",24,13.14,2
"84402B",61,48.19,2
"84406B",1918,7125.38,2
"84415A",12,15,2
"84415B",6,12.5,2
"84422",551,220.41,2
"84429A",47,138.65,2
"84452",74,62.9,2
"84457",120,102,2
"84459A",671,907.630000000001,2
"84459B",676,938.12,2
"84461",41,104.55,2
"84462",12,15,2
"84465",10,29.5,2
"84466",46,57.5,2
"84497",13,48.75,2
"84499",7,5.95,2
"84507B",31,79.05,2
"84507C",63,160.65,2
"84508A",1630,3445.5,2
"84508B",57,145.35,2
"84508C",52,132.6,2
"84509A",612,2194.64,2
"84509B",156,585,2
"84509C",78,273.3,2
"84509E",70,101.06,2
"84509G",491,856.25,2
"84510A",1063,1295.59,2
"84510C",98,124.92,2
"84510E",25,26.05,2
"84519A",477,739.19,2
"84519B",426,547.24,2
"84520B",481,388.69,2
"84522",12,23.4,2
"84527",47,84.45,2
"84531A",140,71.76,2
"84531B",150,83.46,2
"84534B",46,39.1,2
"84535A",398,185.1,2
"84535B",1272,762.99,2
"84536A",2729,1147,2
"84536B",1684,655.34,2
"84539",16,26.4,2
"84548",15,24.75,2
"84549",31,46.35,2
"84550",1,1.65,2
"84551",1,1.65,2
"84558A",293,864.35,2
"84559A",272,231.98,2
"84559B",216,183.6,2
"84562A",2,15.9,2
"84563A",59,198.05,2
"84563B",73,221.35,2
"84568",12480,2332.8,3
"84569A",191,239.96,2
"84569B",76,95,2
"84569C",1,1.25,2
"84569D",269,338.67,2
"84575A",14,39.3,2
"84576",57,111.15,2
"84580",335,1260.05,2
"84581",166,623.26,2
"84584",83,211.65,2
"84592",70,206.5,2
"84593",5,14.75,2
"84595E",64,109.8,2
"84596B",4491,2063.29,2
"84596E",392,253.05,2
"84596F",3301,1561.63,2
"84596G",1662,775.020000000001,2
"84596J",469,205.28,2
"84596L",1039,441.36,2
"84597B",41,51.25,2
"84597C",46,57.5,2
"84598",1248,262.08,2
"84600",48,367.6,2
"84609",90,720,2
"84613A",6,27.9,2
"84613C",1,4.65,2
"84614A",2,11.9,2
"84616",11,329.45,2
"84617",3,38.25,2
"84620",2,11.9,2
"84625A",455,470.75,2
"84625C",439,478.15,2
"84629",20,150,2
"84631",17,135.15,2
"84632",6,359.7,2
"84637",29,172.55,2
"84638",19,132.05,2
"84658",46,322.38,2
"84659A",134,314.31,2
"84660A",837,761.9,2
"84660B",697,686.23,2
"84660C",639,590.57,2
"84661A",94,132.99,2
"84661B",95,225.49,2
"84661C",62,70.1,2
"84663A",260,324.04,2
"84665",105,624.75,2
"84666",24,94.8,2
"84673A",63,40.95,2
"84673B",135,114.21,2
"84674",187,429.25,2
"84675",9,26.55,2
"84678",138,227.1,2
"84679",6,55.7,2
"84683",187,147.35,2
"84685",21,78.75,2
"84686",49,66.39,2
"84687",70,376.5,2
"84688",34,144.5,2
"84689",3,9.95,2
"84691",242,174.5,2
"84692",6808,2810.67,2
"84705C",12,15,2
"84706D",6,25.7,2
"84706F",16,47.2,2
"84707A",66,440.74,2
"84707B",29,178.56,2
"84708B",53,256.75,2
"84709B",20,119,2
"84711A",14,139.3,2
"84711B",15,149.25,2
"84712B",19,147.87,2
"84715",16,47.2,2
"84723",41,97.95,2
"84725",41,39.65,2
"84731",2,2.04,2
"84732B",22,8.58,2
"84732D",11,4.29,2
"84741C",60,117,2
"84743C",1,1.25,2
"84744",108,135,2
"84745A",32,13.44,2
"84745B",32,13.44,2
"84746",3,11.25,2
"84748",28,105,2
"84750A",24,46.8,2
"84750B",61,54.99,2
"84751B",19,38.69,2
"84754",502,586.46,2
"84755",15611,9597.70999999996,3
"84760S",43,62.35,2
"84763",573,679.01,2
"84766",146,340.7,2
"84773",3,8.85,2
"84789",181,599.55,2
"84792",775,3475.19,2
"84795B",167,1249.65,2
"84795C",2,15.9,2
"84796A",14,178.5,2
"84796B",69,793.35,2
"84798A",14,35.7,2
"84798B",7,17.85,2
"84799",220,155.48,2
"84800L",360,639.36,2
"84800M",127,174.31,2
"84800S",113,127.57,2
"84801A",46,96.6,2
"84801B",22,46.2,2
"84802A",2,3.38,2
"84802B",4,6.76,2
"84803B",15,25.35,2
"84804A",70,180.58,2
"84804B",99,188.37,2
"84805A",30,52.5,2
"84805B",38,52.5,2
"84806A",137,96.89,2
"84806B",296,394.16,2
"84809A",38,79.8,2
"84809B",18,37.8,2
"84813",145,1146.97,2
"84816",13,519.35,2
"84817",951,710.640000000001,2
"84818",1424,1461.6,2
"84819",811,951.79,2
"84820",261,484.63,2
"84821",947,417.35,2
"84823",112,890.4,2
"84824",2,31.9,2
"84826",1162,389.38,2
"84827",511,154.39,2
"84828",954,1192.41,2
"84832",2607,2176.95,2
"84836",5757,7108.68,3
"84840",3,25.5,2
"84842",14,52.5,2
"84843",161,864.35,2
"84846A",53,111.3,2
"84847",21,78.75,2
"84849A",155,261.95,2
"84849B",232,392.08,2
"84849D",479,809.51,2
"84854",5,24.75,2
"84857B",24,46.8,2
"84857C",95,198.35,2
"84858C",185,250.05,2
"84859A",123,248.21,2
"84859B",31,62.63,2
"84859C",83,176.39,2
"84865",26,115.55,2
"84870B",20,75,2
"84870C",20,75,2
"84872A",3,50.85,2
"84873A",2,33.9,2
"84874B",34,56.1,2
"84875B",125,168.75,2
"84875D",51,63.75,2
"84876B",203,253.75,2
"84876D",125,191.25,2
"84877A",12,15,2
"84877B",126,157.5,2
"84877D",88,122.5,2
"84879",35362,56580.3399999996,1
"84880",303,1896.15,2
"84881",11,69.85,2
"84882",34,127.5,2
"84884A",286,1076.66,2
"84898F",45,94.5,2
"84905",12,59.4,2
"84906",28,98.6,2
"84907",5,38.25,2
"84910A",10,59.5,2
"84912A",103,386.25,2
"84912B",149,558.75,2
"84913A",37,172.05,2
"84913B",70,325.5,2
"84915",199,281.95,2
"84916",212,407.4,2
"84917",170,400.5,2
"84919",29,201.55,2
"84920",73,273.75,2
"84921",11,41.25,2
"84922",8,34,2
"84924A",72,281.13,2
"84924F",10,7.9,2
"84925D",15,38.25,2
"84925F",80,112.48,2
"84926A",597,198.09,2
"84926D",705,266.64,2
"84926E",990,329.84,2
"84926F",423,178,2
"84927A",46,53.85,2
"84927D",45,39.78,2
"84927E",57,71.82,2
"84927F",295,166.35,2
"84929",2244,545.16,2
"84931A",84,214.2,2
"84931B",134,341.7,2
"84944",564,1016.4,2
"84945",10279,8269.44999999997,3
"84946",16473,19239.42,3
"84947",8273,9339.33999999999,3
"84949",4665,7193.25,2
"84950",3361,1990.97,2
"84951A",363,315.06,2
"84951B",334,318.44,2
"84952A",38,146.21,2
"84952B",145,247.46,2
"84952C",140,225,2
"84963A",4,171.8,2
"84963B",3,149.85,2
"84968A",147,1787.85,2
"84968B",2,25.5,2
"84968C",94,1198.5,2
"84968D",62,814.92,2
"84968E",87,1035.06,2
"84968F",78,951.3,2
"84969",295,1267.99,2
"84970L",5700,5664.78000000001,2
"84970S",8470,6830.58999999997,3
"84971S",1679,1386.75,2
"84974",40,398,2
"84975",5,8.45,2
"84976",502,420.68,2
"84978",10980,12674.72,3
"84984A",19,88.35,2
"84984B",17,79.05,2
"84984D",13,60.45,2
"84985A",42,60.9,2
"84987",2928,4078.68,2
"84988",3954,5566.67999999999,2
"84989A",28,15.4,2
"84990",2,1.1,2
"84991",17689,8618.36999999999,3
"84992",13070,6274.9,3
"84993A",305,128.1,2
"84993B",57,23.94,2
"84997A",2525,9618.29000000001,2
"84997B",4035,15158.81,3
"84997C",3694,14044.74,3
"84997D",4922,18807,3
"85006",55,57.25,2
"85008",12,55.95,2
"85014A",1133,6367.93999999999,2
"85014B",1846,10247.47,2
"85015",2130,1591.42,2
"85016",522,459,2
"85017A",6,5.1,2
"85017B",947,491.55,2
"85017C",50,27.02,2
"85018D",12,30.6,2
"85019A",409,547.25,2
"85019B",498,640.5,2
"85019C",181,262.25,2
"85020",78,163.8,2
"85023B",104,232.8,2
"85024B",193,289.65,2
"85024C",12,19.8,2
"85025B",305,474.45,2
"85025C",308,478,2
"85026B",75,63.75,2
"85027L",70,160.5,2
"85028L",10,19.5,2
"85028S",24,51.6,2
"85030",15,29.25,2
"85031A",16,45.9,2
"85031B",1,4.95,2
"85031C",3,14.85,2
"85032A",738,679.799999999999,2
"85032B",751,663.599999999999,2
"85032C",597,566.4,2
